project,description,start_date,start_time,end_date,end_time,duration,type,effort_hours
Lit Review,paper review,2022-11-16,15:00:07,2022-11-16,16:00:09,01:00:02,Research,1.0005555555555556
Lit Review,paper review,2022-11-16,20:45:58,2022-11-16,22:53:20,02:07:22,Research,2.122777777777778
Cookie Lab,Lab Meeting,2022-11-17,10:10:00,2022-11-17,11:00:00,00:50:00,Other Activities,0.8333333333333334
NA,TA discussion with Velian,2022-11-17,13:00:00,2022-11-17,13:30:00,00:30:00,Admin,0.5
Lit Review,Meeting,2022-11-17,14:00:00,2022-11-17,15:00:00,01:00:00,Research,1
INF2241,Assignment 2,2022-11-17,14:30:00,2022-11-17,18:00:00,03:30:00,Course Work,3.5
INF2208,class,2022-11-17,18:30:50,2022-11-17,20:30:37,01:59:47,Learning,1.996388888888889
INF2241,Assignment 2,2022-11-17,21:50:00,2022-11-17,22:20:00,00:30:00,Course Work,0.5
INF3001,Reading,2022-11-17,22:20:56,2022-11-18,00:26:00,02:05:04,Course Work,2.0844444444444443
writing course,class,2022-11-18,10:10:00,2022-11-18,12:00:00,01:50:00,Learning,1.8333333333333333
INF3001,class,2022-11-18,13:10:00,2022-11-18,15:00:00,01:50:00,Course Work,1.8333333333333333
Talks,Qual Analysis Workshop - Slides,2022-11-18,15:30:00,2022-11-18,16:00:00,00:30:00,Learning,0.5
Talks,Qualitative Analysis Workshop,2022-11-19,09:30:00,2022-11-19,15:00:00,05:30:00,Learning,5.5
INF2241,Assignment 2,2022-11-19,17:54:48,2022-11-19,21:30:25,03:35:37,Course Work,3.593611111111111
INF2241,Assignment 2,2022-11-20,12:12:01,2022-11-20,13:00:46,00:48:45,Course Work,0.8125
INF2241,Assignment 2,2022-11-20,18:23:57,2022-11-20,20:33:32,02:09:35,Course Work,2.1597222222222223
INF2241,Assignment 2,2022-11-21,09:47:55,2022-11-21,10:57:20,01:09:25,Course Work,1.1569444444444446
TA-INF2208,A1 calibration,2022-11-21,11:00:00,2022-11-21,11:20:00,00:20:00,TA,0.3333333333333333
INF2241,Assignment 2,2022-11-21,11:30:36,2022-11-21,13:00:36,01:30:00,Course Work,1.5
INF2241,Assignment 2,2022-11-21,13:22:39,2022-11-21,14:09:26,00:46:47,Course Work,0.7797222222222222
TA-INF2208,A1 calibration,2022-11-22,08:17:44,2022-11-22,08:53:59,00:36:15,TA,0.6041666666666666
Lit Review,Meeting with Naver,2022-11-22,08:59:00,2022-11-22,09:29:00,00:30:00,Research,0.5
TA-INF2208,A1 calibration,2022-11-22,09:30:13,2022-11-22,10:16:13,00:46:00,TA,0.7666666666666667
INF2241,presentation + class,2022-11-22,11:30:00,2022-11-22,16:00:00,04:30:00,Course Work,4.5
INF2241,Assignment 2,2022-11-22,16:00:00,2022-11-22,17:45:00,01:45:00,Course Work,1.75
TA-INF2208,A1 calibration and IPP,2022-11-22,20:00:03,2022-11-22,21:05:17,01:05:14,TA,1.0872222222222223
INF2241,Assignment 2,2022-11-22,21:16:51,2022-11-22,22:59:35,01:42:44,Course Work,1.7122222222222223
Reading,Paper reading,2022-11-23,08:50:11,2022-11-23,09:54:29,01:04:18,Research,1.0716666666666668
INF2241,Assignment 2,2022-11-23,10:25:37,2022-11-23,11:31:50,01:06:13,Course Work,1.103611111111111
INF2241,Reading,2022-11-23,13:22:04,2022-11-23,14:32:36,01:10:32,Course Work,1.1755555555555555
INF2241,Reading,2022-11-23,14:47:34,2022-11-23,15:58:03,01:10:29,Course Work,1.1747222222222222
INF2241,Assignment 2,2022-11-23,20:37:58,2022-11-23,23:16:53,02:38:55,Course Work,2.6486111111111112
Lit Review,Reading,2022-11-24,09:12:19,2022-11-24,10:10:06,00:57:47,Research,0.9630555555555556
Cookie Lab,Lab Meeting,2022-11-24,10:10:00,2022-11-24,11:05:00,00:55:00,Other Activities,0.9166666666666666
writing course,exercises,2022-11-24,11:35:47,2022-11-24,12:30:10,00:54:23,Learning,0.9063888888888889
INF3001,reading,2022-11-24,14:24:00,2022-11-24,14:54:00,00:30:00,Course Work,0.5
OAPerception,revision,2022-11-24,14:54:47,2022-11-24,17:38:46,02:43:59,Research,2.7330555555555556
INF2208,class,2022-11-24,18:40:20,2022-11-24,20:26:55,01:46:35,Learning,1.7763888888888888
TA-INF2208,G5 remark,2022-11-25,10:10:59,2022-11-25,12:00:59,01:50:00,TA,1.8333333333333333
INF3001,class,2022-11-25,13:10:00,2022-11-25,15:00:00,01:50:00,Course Work,1.8333333333333333
TA-CCT419,additional game critiques,2022-11-26,19:19:20,2022-11-26,20:21:32,01:02:12,TA,1.0366666666666666
INF3001,assignment,2022-11-26,21:58:30,2022-11-26,23:40:26,01:41:56,Course Work,1.698888888888889
INF3001,assignment,2022-11-27,09:00:37,2022-11-27,09:45:37,00:45:00,Course Work,0.75
INF2241,Reading,2022-11-27,11:30:00,2022-11-27,12:30:00,01:00:00,Course Work,1
INF2241,Reading,2022-11-27,13:45:42,2022-11-27,14:26:42,00:41:00,Course Work,0.6833333333333333
OAPerception,revision,2022-11-28,09:12:39,2022-11-28,11:02:01,01:49:22,Research,1.8227777777777778
TA-INF2208,GPP,2022-11-28,11:00:55,2022-11-28,11:24:37,00:23:42,TA,0.395
Reading,Paper reading,2022-11-28,11:47:17,2022-11-28,13:12:15,01:24:58,Research,1.416111111111111
Lit Review,Reading,2022-11-28,13:51:18,2022-11-28,14:30:49,00:39:31,Research,0.6586111111111111
Lit Review,Synthesis,2022-11-28,17:00:47,2022-11-28,19:30:12,02:29:25,Research,2.4902777777777776
INF2241,Reading,2022-11-29,09:26:59,2022-11-29,11:42:33,02:15:34,Course Work,2.2594444444444446
INF2241,class + assignment 3,2022-11-29,13:10:00,2022-11-29,16:00:00,02:50:00,Course Work,2.8333333333333335
INF2241,Assignment 3,2022-11-29,16:30:47,2022-11-29,18:20:12,01:49:25,Course Work,1.823611111111111
INF2241,Reading,2022-11-29,22:18:38,2022-11-29,23:17:57,00:59:19,Course Work,0.9886111111111111
Reading,Synthesis,2022-11-30,09:06:15,2022-11-30,09:55:21,00:49:06,Research,0.8183333333333334
Lit Review,Reading and Synthesis,2022-11-30,09:55:24,2022-11-30,10:36:36,00:41:12,Research,0.6866666666666666
Lit Review,Reading and Synthesis,2022-11-30,11:00:40,2022-11-30,12:03:11,01:02:31,Research,1.0419444444444443
Lit Review,Reading and Synthesis,2022-11-30,12:49:13,2022-11-30,13:32:39,00:43:26,Research,0.7238888888888889
Lit Review,Reading and Synthesis,2022-11-30,15:45:57,2022-11-30,18:15:21,02:29:24,Research,2.49
Cookie Lab,meeting,2022-12-01,10:10:00,2022-12-01,11:00:00,00:50:00,Other Activities,0.8333333333333334
NA,Admin - Reading course,2022-12-01,12:00:00,2022-12-01,12:30:00,00:30:00,Admin,0.5
NA,Admin - Anastasia 1:1,2022-12-01,15:15:00,2022-12-01,16:30:00,01:15:00,Research,1.25
INF2208,class,2022-12-01,18:30:00,2022-12-01,20:30:00,02:00:00,Learning,2
INF3001,Reading,2022-12-02,10:28:44,2022-12-02,11:20:03,00:51:19,Course Work,0.8552777777777778
Service Work,Supervisor student task force,2022-12-02,11:30:00,2022-12-02,13:00:00,01:30:00,Other Activities,1.5
INF3001,Class,2022-12-02,13:10:00,2022-12-02,15:00:00,01:50:00,Course Work,1.8333333333333333
INF2241,Assignment 3,2022-12-02,16:30:00,2022-12-02,17:44:00,01:14:00,Course Work,1.2333333333333334
TA-CCT419,Usability report,2022-12-02,17:56:40,2022-12-02,22:00:29,04:03:49,TA,4.063611111111111
TA-CCT419,Usability report,2022-12-04,09:55:30,2022-12-04,11:57:56,02:02:26,TA,2.0405555555555557
INF2241,Assignment 3,2022-12-04,12:29:43,2022-12-04,14:00:47,01:31:04,Course Work,1.5177777777777777
Reading,Paper reading and ChatGPT,2022-12-04,22:15:52,2022-12-04,23:52:47,01:36:55,Research,1.6152777777777778
TA-INF2208,IPP,2022-12-05,11:24:59,2022-12-05,11:43:24,00:18:25,TA,0.30694444444444446
Reading,Synthesis,2022-12-05,15:02:45,2022-12-05,16:29:33,01:26:48,Research,1.4466666666666668
TA-CCT419,Final presentation,2022-12-05,17:10:00,2022-12-05,20:00:00,02:50:00,TA,2.8333333333333335
INF2241,FinaBot showcase,2022-12-06,09:30:00,2022-12-06,16:00:00,06:30:00,Course Work,6.5
TA-CCT419,Final game - #7,2022-12-07,11:00:00,2022-12-07,12:15:00,01:15:00,TA,1.25
Cookie Lab,Lab Meeting,2022-12-08,10:10:00,2022-12-08,10:40:00,00:30:00,Other Activities,0.5
TA-CCT419,Final game - #6,2022-12-08,11:10:22,2022-12-08,12:30:23,01:20:01,TA,1.333611111111111
TA-INF2208,Final presentations,2022-12-08,18:00:00,2022-12-08,20:10:00,02:10:00,TA,2.1666666666666665
TA-CCT419,Final game - #2,2022-12-08,20:21:39,2022-12-08,21:51:39,01:30:00,TA,1.5
TA-INF2192,Meeting,2022-12-09,10:00:00,2022-12-09,11:00:00,01:00:00,TA,1
Service Work,Supervisor student task force,2022-12-09,11:00:00,2022-12-09,13:00:00,02:00:00,Other Activities,2
TA-CCT419,"Final game - #1, 4, 9",2022-12-09,20:30:43,2022-12-09,23:37:45,03:07:02,TA,3.1172222222222223
TA-CCT419,"Final game - #8, 10",2022-12-10,11:30:01,2022-12-10,15:00:01,03:30:00,TA,3.5
TA-CCT419,Final game - #5,2022-12-10,22:30:17,2022-12-11,00:32:18,02:02:01,TA,2.033611111111111
INF2241,Assignment 3,2022-12-11,09:40:00,2022-12-11,11:45:00,02:05:00,Course Work,2.0833333333333335
INF2241,Assignment 3,2022-12-11,19:39:18,2022-12-11,21:23:44,01:44:26,Course Work,1.7405555555555556
INF2241,Assignment 3,2022-12-11,21:30:42,2022-12-11,23:21:48,01:51:06,Course Work,1.8516666666666666
Lit Review,Synthesis,2022-12-12,09:55:56,2022-12-12,11:31:32,01:35:36,Research,1.5933333333333333
Network,Meeting with Matt,2022-12-12,13:55:00,2022-12-12,14:35:00,00:40:00,Admin,0.6666666666666666
INF2241,Assignment 3,2022-12-12,15:30:20,2022-12-12,18:32:20,03:02:00,Course Work,3.033333333333333
Lit Review,Synthesis,2022-12-12,20:10:25,2022-12-12,22:26:17,02:15:52,Research,2.2644444444444445
Lit Review,Meeting with Naver,2022-12-13,09:00:00,2022-12-13,10:10:00,01:10:00,Research,1.1666666666666667
TA-INF2208,Final presentations,2022-12-13,11:00:00,2022-12-13,11:53:00,00:53:00,TA,0.8833333333333333
Talks,Connaught Public Impact Scholarship Info Session,2022-12-13,13:00:00,2022-12-13,14:10:00,01:10:00,Learning,1.1666666666666667
INF2241,Assignment 3,2022-12-14,08:55:02,2022-12-14,12:07:16,03:12:14,Course Work,3.203888888888889
TA-INF2208,final video,2022-12-15,10:00:00,2022-12-15,11:00:00,01:00:00,TA,1
TA-INF2208,final video,2022-12-16,10:00:01,2022-12-16,11:00:03,01:00:02,TA,1.0005555555555556
TA-INF2208,final video,2022-12-17,11:00:09,2022-12-17,12:31:10,01:31:01,TA,1.5169444444444444
TA-INF2208,final report,2022-12-17,12:40:57,2022-12-17,13:21:48,00:40:51,TA,0.6808333333333333
TA-INF2208,final report,2022-12-17,14:00:56,2022-12-17,15:25:57,01:25:01,TA,1.4169444444444443
TA-INF2208,final report,2022-12-17,21:40:35,2022-12-17,23:50:27,02:09:52,TA,2.1644444444444444
NA,Admin - planning for holiday break,2022-12-18,17:15:20,2022-12-18,17:44:24,00:29:04,Admin,0.48444444444444446
INF3104,Prep,2022-12-18,17:49:21,2022-12-18,20:14:27,02:25:06,Course Work,2.4183333333333334
INF3104,Prep,2022-12-18,22:00:48,2022-12-18,23:30:54,01:30:06,Course Work,1.5016666666666667
Lit Review,Reading,2022-12-19,11:05:07,2022-12-19,12:00:36,00:55:29,Research,0.9247222222222222
Lit Review,Search term,2022-12-20,21:31:37,2022-12-21,00:41:25,03:09:48,Research,3.1633333333333336
NA,"Admin - learning journal, reflect on Fall 2022",2023-01-01,11:33:00,2023-01-01,13:03:00,01:30:00,Admin,1.5
Reading,Summarize papers,2023-01-03,08:38:28,2023-01-03,10:11:19,01:32:51,Research,1.5475
Reading,Summarize papers,2023-01-03,12:50:48,2023-01-03,13:48:51,00:58:03,Research,0.9675
Reading,Summarize papers,2023-01-03,13:48:47,2023-01-03,13:48:47,00:00:00,Research,0
Reading,Summarize papers,2023-01-03,16:33:52,2023-01-03,17:22:16,00:48:24,Research,0.8066666666666666
TA-INF2192,introduction video,2023-01-04,09:15:00,2023-01-04,09:30:00,00:15:00,TA,0.25
Lit Review,PRISMA search,2023-01-04,09:50:47,2023-01-04,12:17:54,02:27:07,Research,2.4519444444444445
Lit Review,PRISMA search,2023-01-04,13:19:02,2023-01-04,14:32:17,01:13:15,Research,1.2208333333333334
Reading,Summarize papers,2023-01-05,08:45:28,2023-01-05,10:31:46,01:46:18,Research,1.7716666666666667
Lit Review,paper review,2023-01-05,19:00:09,2023-01-05,19:32:10,00:32:01,Research,0.5336111111111111
Lit Review,paper review,2023-01-06,08:32:30,2023-01-06,11:02:58,02:30:28,Research,2.5077777777777777
INF2169,class,2023-01-09,11:10:00,2023-01-09,13:00:00,01:50:00,Course Work,1.8333333333333333
INF3104,class,2023-01-09,13:15:00,2023-01-09,15:45:00,02:30:00,Course Work,2.5
INF3104,paper 1,2023-01-09,21:00:08,2023-01-09,23:00:01,01:59:53,Course Work,1.9980555555555555
NA,Admin - payroll,2023-01-10,10:17:46,2023-01-10,10:51:48,00:34:02,Admin,0.5672222222222222
TA-INF2192,meeting + set up office hours,2023-01-10,14:00:00,2023-01-10,15:30:00,01:30:00,TA,1.5
Cookie Lab,set up meeting poll,2023-01-10,15:37:00,2023-01-10,16:30:00,00:53:00,Other Activities,0.8833333333333333
NA,Admin - set up term schedule,2023-01-10,16:11:04,2023-01-10,16:54:35,00:43:31,Admin,0.7252777777777778
Professional,personal website,2023-01-10,19:26:39,2023-01-10,21:18:16,01:51:37,Other Activities,1.8602777777777777
Professional,personal website,2023-01-11,09:00:42,2023-01-11,13:00:11,03:59:29,Other Activities,3.991388888888889
Professional,personal website,2023-01-11,18:00:10,2023-01-11,18:45:10,00:45:00,Other Activities,0.75
Lit Review,paper review,2023-01-11,19:15:34,2023-01-11,19:46:24,00:30:50,Research,0.5138888888888888
Lit Review,paper review,2023-01-11,21:38:58,2023-01-11,23:00:19,01:21:21,Research,1.3558333333333332
Professional,update resume,2023-01-12,08:45:38,2023-01-12,12:48:28,04:02:50,Other Activities,4.0472222222222225
Lit Review,paper review,2023-01-12,15:42:03,2023-01-12,17:57:59,02:15:56,Research,2.2655555555555558
Lit Review,paper review,2023-01-13,09:05:06,2023-01-13,11:25:50,02:20:44,Research,2.3455555555555554
INF3104,class prep - ch2,2023-01-13,12:14:00,2023-01-13,16:15:54,04:01:54,Course Work,4.031666666666666
INF3104,class prep - ch3,2023-01-13,21:10:41,2023-01-13,23:21:47,02:11:06,Course Work,2.185
Professional,personal website,2023-01-14,16:14:47,2023-01-14,18:06:16,01:51:29,Other Activities,1.8580555555555556
Professional,personal website,2023-01-14,21:30:33,2023-01-14,22:43:23,01:12:50,Other Activities,1.2138888888888888
INF3104,class prep - ch3,2023-01-14,22:43:25,2023-01-15,00:05:17,01:21:52,Course Work,1.3644444444444443
INF2169,review week 1,2023-01-15,11:00:10,2023-01-15,12:19:06,01:18:56,Course Work,1.3155555555555556
Lit Review,paper review,2023-01-15,17:26:51,2023-01-15,20:30:09,03:03:18,Research,3.055
INF3104,class prep - ch3,2023-01-16,08:15:03,2023-01-16,08:47:28,00:32:25,Course Work,0.5402777777777777
INF2169,class,2023-01-16,11:10:00,2023-01-16,13:00:00,01:50:00,Course Work,1.8333333333333333
INF3104,class,2023-01-16,13:15:00,2023-01-16,15:15:00,02:00:00,Course Work,2
Lit Review,paper review,2023-01-16,20:55:50,2023-01-16,23:23:54,02:28:04,Research,2.4677777777777776
Lit Review,meeting & perception categories,2023-01-17,08:40:08,2023-01-17,11:34:45,02:54:37,Research,2.910277777777778
Service Work,Supervisor student task force,2023-01-17,11:48:16,2023-01-17,12:21:32,00:33:16,Other Activities,0.5544444444444444
INF3104,assignments,2023-01-17,13:27:18,2023-01-17,16:49:50,03:22:32,Course Work,3.3755555555555556
INF3104,prep - ch4,2023-01-17,22:56:00,2023-01-17,23:26:00,00:30:00,Course Work,0.5
Lit Review,perception categories,2023-01-18,09:57:02,2023-01-18,12:40:26,02:43:24,Research,2.723333333333333
Lit Review,paper review,2023-01-18,14:58:58,2023-01-18,18:15:06,03:16:08,Research,3.2688888888888887
Lit Review,paper structure,2023-01-19,08:45:00,2023-01-19,09:34:00,00:49:00,Research,0.8166666666666667
INF3104,paper 1,2023-01-19,16:48:28,2023-01-19,19:02:08,02:13:40,Course Work,2.227777777777778
INF3104,paper 1,2023-01-19,21:12:16,2023-01-20,00:06:09,02:53:53,Course Work,2.8980555555555556
Cookie Lab,Lab Meeting,2023-01-20,11:00:00,2023-01-20,11:45:00,00:45:00,Other Activities,0.75
Lit Review,paper structure,2023-01-20,12:00:00,2023-01-20,13:00:00,01:00:00,Research,1
INF2169,problem statement,2023-01-20,14:15:00,2023-01-20,15:30:00,01:15:00,Course Work,1.25
Lit Review,paper structure,2023-01-20,15:15:55,2023-01-20,16:15:55,01:00:00,Research,1
Lit Review,paper review,2023-01-21,11:26:46,2023-01-21,12:41:34,01:14:48,Research,1.2466666666666666
INF3104,tutorial 3,2023-01-21,16:33:42,2023-01-21,17:50:24,01:16:42,Course Work,1.2783333333333333
INF3104,tutorial 3,2023-01-21,22:00:32,2023-01-22,00:12:32,02:12:00,Course Work,2.2
INF3104,paper 1,2023-01-22,16:22:33,2023-01-23,03:05:51,10:43:18,Course Work,10.721666666666666
INF2169,class,2023-01-23,11:10:00,2023-01-23,13:00:00,01:50:00,Course Work,1.8333333333333333
INF3104,class,2023-01-23,13:15:00,2023-01-23,16:00:00,02:45:00,Course Work,2.75
Lit Review,paper review,2023-01-23,22:30:17,2023-01-23,23:00:28,00:30:11,Research,0.5030555555555556
TA-INF2192,Meeting,2023-01-24,13:00:00,2023-01-24,13:20:00,00:20:00,TA,0.3333333333333333
Lit Review,paper review,2023-01-24,15:53:29,2023-01-24,18:10:19,02:16:50,Research,2.2805555555555554
Lit Review,writing - methods,2023-01-24,21:00:02,2023-01-24,23:55:06,02:55:04,Research,2.917777777777778
Lit Review,paper review,2023-01-25,10:08:03,2023-01-25,13:04:09,02:56:06,Research,2.935
Lit Review,paper review,2023-01-25,13:50:05,2023-01-25,15:40:23,01:50:18,Research,1.8383333333333334
Lit Review,writing - introduction,2023-01-25,21:30:57,2023-01-25,23:30:20,01:59:23,Research,1.9897222222222222
INF2169,research,2023-01-26,10:14:22,2023-01-26,12:08:22,01:54:00,Course Work,1.9
INF3104,prep - ch5,2023-01-26,16:56:30,2023-01-26,19:14:09,02:17:39,Course Work,2.2941666666666665
Lit Review,Simplify framework,2023-01-26,21:00:32,2023-01-26,22:20:58,01:20:26,Research,1.3405555555555555
INF2169,research,2023-01-26,22:30:49,2023-01-27,00:58:57,02:28:08,Course Work,2.468888888888889
Cookie Lab,Lab Meeting,2023-01-27,11:00:00,2023-01-27,11:45:00,00:45:00,Other Activities,0.75
INF2169,Interview questions,2023-01-27,12:30:00,2023-01-27,13:00:00,00:30:00,Course Work,0.5
NA,Admin - INF3006 syllabus,2023-01-27,13:00:00,2023-01-27,14:00:00,01:00:00,Admin,1
Lit Review,rework framework with Anastasia,2023-01-27,13:30:59,2023-01-27,14:30:00,00:59:01,Research,0.9836111111111111
Cookie Lab,Create research Kanban board,2023-01-27,15:00:45,2023-01-27,15:30:46,00:30:01,Other Activities,0.5002777777777778
TA-INF2192,project status reports,2023-01-27,16:10:38,2023-01-27,17:39:32,01:28:54,TA,1.4816666666666667
Lit Review,repopulate framework,2023-01-27,21:26:42,2023-01-27,23:22:39,01:55:57,Research,1.9325
Lit Review,repopulate framework,2023-01-28,11:50:26,2023-01-28,13:15:09,01:24:43,Research,1.4119444444444444
Lit Review,overleaf - content for sections,2023-01-28,14:15:12,2023-01-28,17:20:45,03:05:33,Research,3.0925
Lit Review,overleaf - content for sections,2023-01-28,21:40:18,2023-01-28,23:30:59,01:50:41,Research,1.8447222222222222
Lit Review,overleaf - content for sections,2023-01-29,11:32:58,2023-01-29,13:40:18,02:07:20,Research,2.1222222222222222
Lit Review,overleaf - writing perception setion,2023-01-29,18:00:16,2023-01-29,19:47:58,01:47:42,Research,1.795
INF2169,RQ and study design,2023-01-29,20:59:37,2023-01-29,22:19:42,01:20:05,Course Work,1.3347222222222221
INF3104,prep - ch5,2023-01-29,22:21:44,2023-01-29,23:36:24,01:14:40,Course Work,1.2444444444444445
Lit Review,overleaf - writing perception setion,2023-01-30,10:13:10,2023-01-30,10:48:21,00:35:11,Research,0.5863888888888888
INF2169,review and class,2023-01-30,10:48:30,2023-01-30,13:25:23,02:36:53,Course Work,2.6147222222222224
INF3104,class,2023-01-30,13:10:00,2023-01-30,16:00:00,02:50:00,Course Work,2.8333333333333335
INF2169,RQs and interview questions,2023-01-30,18:00:17,2023-01-30,19:32:30,01:32:13,Course Work,1.5369444444444444
Lit Review,paper review,2023-01-30,22:12:41,2023-01-30,23:09:43,00:57:02,Research,0.9505555555555556
Lit Review,overleaf - writing perception setion,2023-01-31,09:47:20,2023-01-31,13:16:38,03:29:18,Research,3.4883333333333333
Lit Review,overleaf - writing,2023-01-31,17:29:22,2023-01-31,19:20:31,01:51:09,Research,1.8525
Lit Review,overleaf - writing,2023-01-31,21:53:07,2023-01-31,22:55:41,01:02:34,Research,1.0427777777777778
Lit Review,writing - review,2023-02-01,15:00:00,2023-02-01,16:00:00,01:00:00,Research,1
Lit Review,paper review,2023-02-01,16:40:32,2023-02-01,20:01:50,03:21:18,Research,3.355
Lit Review,paper review,2023-02-01,21:17:52,2023-02-01,21:41:25,00:23:33,Research,0.3925
NA,Grant - SRI scholarship,2023-02-01,21:41:28,2023-02-02,00:10:23,02:28:55,Admin,2.4819444444444443
NA,Grant - SRI scholarship,2023-02-02,09:56:51,2023-02-02,11:13:40,01:16:49,Admin,1.2802777777777778
Lit Review,Story of report,2023-02-02,17:30:00,2023-02-02,19:15:00,01:45:00,Research,1.75
INF3104,paper 1 + quiz,2023-02-02,21:20:32,2023-02-03,01:02:23,03:41:51,Course Work,3.6975
Cookie Lab,Lab Meeting,2023-02-03,11:00:00,2023-02-03,11:20:00,00:20:00,Other Activities,0.3333333333333333
NA,Admin - Sarah English teaching talk,2023-02-03,11:30:00,2023-02-03,13:30:00,02:00:00,Admin,2
Cookie Lab,Coding workshop,2023-02-03,16:00:00,2023-02-03,17:30:00,01:30:00,Other Activities,1.5
TA-INF2192,project status 3,2023-02-03,19:43:00,2023-02-03,20:13:00,00:30:00,TA,0.5
NA,Grant - SRI scholarship,2023-02-03,20:59:44,2023-02-04,00:16:53,03:17:09,Admin,3.285833333333333
NA,Grant - SRI scholarship,2023-02-04,11:02:25,2023-02-04,13:36:32,02:34:07,Admin,2.568611111111111
NA,Grant - SRI scholarship,2023-02-04,15:00:52,2023-02-04,19:01:37,04:00:45,Admin,4.0125
Lit Review,paper review,2023-02-04,21:18:31,2023-02-04,23:57:38,02:39:07,Research,2.6519444444444447
Lit Review,paper review,2023-02-05,14:23:03,2023-02-05,15:42:49,01:19:46,Research,1.3294444444444444
Lit Review,paper review,2023-02-05,17:00:07,2023-02-05,19:28:24,02:28:17,Research,2.471388888888889
NA,Grant - SRI scholarship,2023-02-05,19:35:55,2023-02-05,20:21:06,00:45:11,Admin,0.7530555555555556
Lit Review,paper review,2023-02-05,21:16:21,2023-02-05,23:41:44,02:25:23,Research,2.4230555555555555
INF2169,review + class,2023-02-06,10:03:54,2023-02-06,13:00:19,02:56:25,Course Work,2.9402777777777778
INF3104,class,2023-02-06,13:20:28,2023-02-06,16:13:46,02:53:18,Course Work,2.888333333333333
Lit Review,paper review,2023-02-06,19:34:41,2023-02-06,23:39:42,04:05:01,Research,4.083611111111111
Lit Review,Naver meeting,2023-02-07,09:00:00,2023-02-07,10:00:00,01:00:00,Research,1
Lit Review,paper review,2023-02-07,10:35:46,2023-02-07,14:40:35,04:04:49,Research,4.080277777777778
Lit Review,paper review,2023-02-07,17:15:50,2023-02-07,18:53:21,01:37:31,Research,1.6252777777777778
Lit Review,paper review,2023-02-07,20:50:23,2023-02-07,23:40:59,02:50:36,Research,2.8433333333333333
TA-INF2192,office hour + grade re-evaluation,2023-02-08,09:45:00,2023-02-08,10:30:00,00:45:00,TA,0.75
Lit Review,paper review,2023-02-08,10:59:46,2023-02-08,13:10:32,02:10:46,Research,2.1794444444444445
Lit Review,paper review,2023-02-08,13:45:10,2023-02-08,15:39:55,01:54:45,Research,1.9125
Lit Review,data exploration,2023-02-08,18:00:47,2023-02-08,18:43:52,00:43:05,Research,0.7180555555555556
Lit Review,data exploration,2023-02-08,19:32:50,2023-02-09,00:07:50,04:35:00,Research,4.583333333333333
Lit Review,paper writing,2023-02-09,11:18:27,2023-02-09,16:01:34,04:43:07,Research,4.7186111111111115
Lit Review,paper writing,2023-02-09,16:50:29,2023-02-09,19:41:29,02:51:00,Research,2.85
Lit Review,paper writing,2023-02-09,21:15:38,2023-02-09,23:25:49,02:10:11,Research,2.169722222222222
Cookie Lab,Lab Meeting,2023-02-10,11:00:00,2023-02-10,12:00:00,01:00:00,Other Activities,1
TA-INF2192,project status reports,2023-02-10,12:00:00,2023-02-10,12:48:00,00:48:00,TA,0.8
Lit Review,paper writing,2023-02-10,13:47:13,2023-02-10,14:31:01,00:43:48,Research,0.73
INF3104,quiz 5,2023-02-10,14:33:37,2023-02-10,15:27:12,00:53:35,Course Work,0.8930555555555556
Lit Review,paper writing,2023-02-10,16:09:46,2023-02-10,17:29:43,01:19:57,Research,1.3325
Lit Review,paper writing,2023-02-10,21:52:13,2023-02-10,23:29:21,01:37:08,Research,1.6188888888888888
Lit Review,paper writing,2023-02-11,12:00:06,2023-02-11,12:57:53,00:57:47,Research,0.9630555555555556
Lit Review,paper writing,2023-02-11,16:00:56,2023-02-11,18:20:19,02:19:23,Research,2.3230555555555554
Lit Review,paper writing,2023-02-11,18:48:20,2023-02-11,20:52:05,02:03:45,Research,2.0625
Lit Review,paper writing,2023-02-11,21:31:39,2023-02-12,00:27:36,02:55:57,Research,2.9325
Lit Review,paper writing,2023-02-12,09:43:27,2023-02-12,13:05:18,03:21:51,Research,3.3641666666666667
Lit Review,paper writing,2023-02-12,13:50:36,2023-02-12,15:19:25,01:28:49,Research,1.4802777777777778
Lit Review,paper writing,2023-02-12,17:10:34,2023-02-12,19:25:18,02:14:44,Research,2.2455555555555557
Lit Review,paper writing,2023-02-12,20:13:54,2023-02-12,21:48:26,01:34:32,Research,1.5755555555555556
Lit Review,paper writing,2023-02-12,22:41:47,2023-02-12,23:16:08,00:34:21,Research,0.5725
INF2169,class,2023-02-13,11:10:00,2023-02-13,13:00:00,01:50:00,Course Work,1.8333333333333333
Lit Review,review with AK,2023-02-13,17:15:00,2023-02-13,18:15:00,01:00:00,Research,1
Lit Review,paper writing,2023-02-13,22:00:15,2023-02-13,23:40:02,01:39:47,Research,1.6630555555555555
TA-INF2192,class feedback,2023-02-14,09:00:00,2023-02-14,12:00:00,03:00:00,TA,3
Lit Review,paper writing,2023-02-14,13:42:15,2023-02-14,15:38:29,01:56:14,Research,1.9372222222222222
Lit Review,paper writing,2023-02-14,15:59:34,2023-02-14,17:59:15,01:59:41,Research,1.9947222222222223
TA-INF2192,class feedback,2023-02-14,18:30:42,2023-02-14,21:40:52,03:10:10,TA,3.1694444444444443
Lit Review,paper writing,2023-02-15,08:40:18,2023-02-15,11:58:07,03:17:49,Research,3.2969444444444442
